0.0001547,-6.2602e-05,-6.739e-06,3.4272e-05,-4.2899e-05
0.00010208,0.00011578,5.9638e-05,5.3294e-05,7.513e-05
0.00021869,5.8795e-05,0.00017395,8.5502e-05,0.00010213
-4.4707e-05,0.00017273,-3.5963e-05,3.3453e-05,1.9393e-05
0.00012893,0.00017871,0.00015708,2.3592e-05,-0.00010599
8.0283e-05,0.00010895,0.00011078,5.6994e-05,4.4619e-05
9.7312e-05,0.00013488,5.6311e-05,0.00018529,1.3255e-05
0.0001264,7.9987e-05,8.4126e-05,2.9279e-05,5.6692e-05
0.00010669,5.2955e-05,0.00010475,7.8455e-05,2.0311e-05
0.00015616,0.0001347,0.00014713,8.1451e-05,1.0588e-05
0.00020558,0.00037196,2.2122e-05,0.0002998,0.00021778
0.00015543,7.5893e-05,0.00012345,9.1889e-05,6.8307e-05
0.00013714,0.0002127,0.00010777,0.00015828,0.00013059
0.00019642,8.6728e-05,8.9592e-05,0.00016661,8.7477e-05
0.00011599,0.0001212,0.00014747,0.00013264,0.00011931
0.0001196,9.3675e-05,9.5939e-05,0.00010512,0.00010091
