[NaCl] (mM)	60	150	300	500	1000
time (s)	normalized correlation				
0.00002	0.967416025	0.96154598	0.942221545	0.951448223	0.944509686
0.00002	0.967416025	0.96154598	0.942221545	0.951448223	0.944509686
0.00002	0.967416025	0.96154598	0.942221545	0.951448223	0.944509686
0.00002	0.967416025	0.96154598	0.942221545	0.951448223	0.944509686
0.00002	0.967416025	0.96154598	0.942221545	0.951448223	0.944509686
0.00004	0.902697485	0.888307401	0.922224053	0.904640475	0.913468556
0.00004	0.902697485	0.888307401	0.922224053	0.904640475	0.913468556
0.00004	0.902697485	0.888307401	0.922224053	0.904640475	0.913468556
0.00004	0.902697485	0.888307401	0.922224053	0.904640475	0.913468556
0.00004	0.902697485	0.888307401	0.922224053	0.904640475	0.913468556
0.00004	0.902697485	0.888307401	0.922224053	0.904640475	0.913468556
0.00006	0.88690491	0.85602736	0.866085437	0.861070456	0.869713206
0.00006	0.88690491	0.85602736	0.866085437	0.861070456	0.869713206
0.00006	0.88690491	0.85602736	0.866085437	0.861070456	0.869713206
0.00006	0.88690491	0.85602736	0.866085437	0.861070456	0.869713206
0.00006	0.88690491	0.85602736	0.866085437	0.861070456	0.869713206
0.00008	0.847590397	0.822900633	0.844213195	0.83599841	0.860664276
0.00008	0.847590397	0.822900633	0.844213195	0.83599841	0.860664276
0.00008	0.847590397	0.822900633	0.844213195	0.83599841	0.860664276
0.00008	0.847590397	0.822900633	0.844213195	0.83599841	0.860664276
0.0001	0.842234252	0.793107747	0.820882772	0.792627887	0.77922438
0.0001	0.842234252	0.793107747	0.820882772	0.792627887	0.77922438
0.0001	0.842234252	0.793107747	0.820882772	0.792627887	0.77922438
0.0001	0.842234252	0.793107747	0.820882772	0.792627887	0.77922438
0.00012	0.816833035	0.769665031	0.770160103	0.754516005	0.765593744
0.00012	0.816833035	0.769665031	0.770160103	0.754516005	0.765593744
0.00014	0.762876927	0.7420947	0.747142201	0.73884761	0.735354467
0.00014	0.762876927	0.7420947	0.747142201	0.73884761	0.735354467
0.00014	0.762876927	0.7420947	0.747142201	0.73884761	0.735354467
0.00016	0.749805404	0.702617825	0.727353064	0.716707322	0.73054361
0.00016	0.749805404	0.702617825	0.727353064	0.716707322	0.73054361
0.00018	0.745207	0.675841263	0.710167741	0.684356249	0.711873132
0.00018	0.745207	0.675841263	0.710167741	0.684356249	0.711873132
0.0002	0.719391347	0.680656775	0.686733193	0.67374105	0.677739345
0.0002	0.719391347	0.680656775	0.686733193	0.67374105	0.677739345
0.00022	0.713432435	0.652821859	0.655695478	0.661711987	0.662734203
0.00022	0.713432435	0.652821859	0.655695478	0.661711987	0.662734203
0.00024	0.701876426	0.627579939	0.635698022	0.622081933	0.636160272
0.00026	0.680710651	0.623400369	0.641322268	0.618846778	0.639711091
0.00028	0.664642545	0.609165376	0.615179794	0.595090409	0.61496982
0.00028	0.664642545	0.609165376	0.615179794	0.595090409	0.61496982
0.0003	0.665830677	0.59625332	0.581329918	0.58538504	0.608784501
0.00032	0.646473204	0.573604378	0.571331192	0.573556637	0.588968573
0.00034	0.632368366	0.557517259	0.550604618	0.552528403	0.559531054
0.00036	0.620450719	0.548997431	0.547896633	0.535442944	0.553460268
0.00038	0.612941854	0.549474614	0.545709412	0.539688984	0.542464134
0.0004	0.603211375	0.527936919	0.525503633	0.515931131	0.523564569
0.00042	0.582562262	0.514389852	0.519879289	0.503293941	0.522419111
0.00044	0.586867549	0.502642011	0.514046705	0.510674003	0.526886236
0.00046	0.569662802	0.493963428	0.50456872	0.482265665	0.510966183
0.00048	0.556849621	0.49036497	0.491861979	0.49470059	0.506957167
0.00052	0.550683897	0.465916776	0.451346374	0.460935425	0.478665086
0.00054	0.536957975	0.472848954	0.47290601	0.443142243	0.470417954
0.00058	0.532841631	0.455438894	0.448221678	0.434447819	0.455412773
0.0006	0.517169631	0.439511384	0.433848476	0.441322394	0.438116825
0.00064	0.500998047	0.414957339	0.43509825	0.417463396	0.435940431
0.00068	0.487671602	0.424376721	0.420829199	0.411397487	0.436283987
0.0007	0.471879059	0.409189187	0.416038117	0.410689808	0.418988017
0.00074	0.479836259	0.405008616	0.427807363	0.403916236	0.39126862
0.00078	0.495800554	0.379819529	0.371772912	0.37480016	0.380043342
0.00082	0.457309515	0.360980624	0.370002227	0.364589281	0.373514342
