#File Plotted Below: avg_em_0026.dat

#Fit from 0.015-0.15 with polymer MFF
#Initial search parameter for I0 = 0.2326852275
#Initial search parameter for Rg = 30.0
#Initial search parameter for nu = 0.499880565034
#BestFit for I0 = 0.25082 +- 0.00465
#BestFit for I(0)/I0 = 1.00000 +- 0.01854
#BestFit for Rg = 27.22298 +- 0.55962
#BestFit for nu = 0.45471 +- 0.02027
#BestFit reduced chisquared = 1.06099
#-------------
#-------------

#q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.01487,0.27417,0.04064,0.23696,1.09311,0.16204,0.94476,0.40481,0.17913,0.02655,0.15482
0.01537,0.22106,0.03803,0.23603,0.88137,0.15162,0.94105,0.41853,0.15439,0.02656,0.16484
0.01588,0.21865,0.03584,0.23508,0.87177,0.14290,0.93724,0.43225,0.16288,0.02670,0.17512
0.01638,0.30472,0.03434,0.23410,1.21491,0.13690,0.93334,0.44597,0.24164,0.02723,0.18563
0.01689,0.20494,0.03229,0.23310,0.81710,0.12873,0.92935,0.45970,0.17267,0.02720,0.19639
0.01739,0.22129,0.03098,0.23207,0.88229,0.12353,0.92527,0.47342,0.19774,0.02769,0.20737
0.01789,0.22653,0.02970,0.23103,0.90316,0.11841,0.92109,0.48714,0.21433,0.02810,0.21858
0.01840,0.25893,0.02835,0.22996,1.03234,0.11302,0.91683,0.50086,0.25898,0.02835,0.23000
0.01890,0.21073,0.02735,0.22887,0.84017,0.10903,0.91249,0.51458,0.22247,0.02887,0.24163
0.01941,0.23226,0.02620,0.22776,0.92603,0.10447,0.90807,0.52831,0.25846,0.02916,0.25345
0.01991,0.22773,0.02540,0.22663,0.90795,0.10126,0.90356,0.54203,0.26675,0.02975,0.26546
0.02041,0.25632,0.02468,0.22548,1.02193,0.09841,0.89898,0.55575,0.31563,0.03040,0.27766
0.02092,0.20609,0.02332,0.22431,0.82167,0.09299,0.89433,0.56947,0.26647,0.03016,0.29003
0.02142,0.18615,0.02299,0.22313,0.74219,0.09164,0.88960,0.58320,0.25243,0.03117,0.30257
0.02193,0.20479,0.02248,0.22192,0.81648,0.08963,0.88480,0.59692,0.29092,0.03194,0.31526
