#File Plotted Below: avg_em_0135.dat

#Fit from 0.015-0.15 with polymer MFF
#Initial search parameter for I0 = 0.2228159025
#Initial search parameter for Rg = 30.0
#Initial search parameter for nu = 0.499880565034
#BestFit for I0 = 0.21245 +- 0.00514
#BestFit for I(0)/I0 = 1.00000 +- 0.02420
#BestFit for Rg = 27.48188 +- 0.61909
#BestFit for nu = 0.50889 +- 0.03184
#BestFit reduced chisquared = 1.16886
#-------------
#-------------

#q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.01487,0.20064,0.05342,0.20067,0.94443,0.25144,0.94458,0.40866,0.15772,0.04199,0.15774
0.01537,0.26859,0.05076,0.19988,1.26430,0.23894,0.94085,0.42251,0.22569,0.04265,0.16795
0.01588,0.28181,0.04752,0.19907,1.32652,0.22366,0.93702,0.43636,0.25259,0.04259,0.17842
0.01638,0.25228,0.04451,0.19823,1.18752,0.20950,0.93309,0.45021,0.24070,0.04246,0.18913
0.01689,0.29847,0.04252,0.19738,1.40493,0.20014,0.92907,0.46407,0.30256,0.04310,0.20008
0.01739,0.15312,0.03916,0.19650,0.72073,0.18431,0.92496,0.47792,0.16462,0.04210,0.21127
0.01789,0.14138,0.03744,0.19561,0.66550,0.17621,0.92076,0.49177,0.16095,0.04262,0.22268
0.01840,0.24062,0.03559,0.19470,1.13264,0.16751,0.91647,0.50563,0.28957,0.04283,0.23430
0.01890,0.18101,0.03413,0.19377,0.85201,0.16066,0.91210,0.51948,0.22992,0.04335,0.24614
0.01941,0.20017,0.03273,0.19282,0.94220,0.15408,0.90764,0.53333,0.26800,0.04383,0.25817
0.01991,0.21070,0.03081,0.19186,0.99178,0.14502,0.90310,0.54718,0.29695,0.04342,0.27040
0.02041,0.25087,0.03022,0.19088,1.18087,0.14227,0.89849,0.56104,0.37169,0.04478,0.28281
0.02092,0.16148,0.02807,0.18988,0.76012,0.13213,0.89380,0.57489,0.25122,0.04367,0.29540
0.02142,0.17987,0.02761,0.18887,0.84664,0.12995,0.88904,0.58874,0.29346,0.04504,0.30816
0.02193,0.16493,0.02655,0.18785,0.77633,0.12498,0.88420,0.60260,0.28190,0.04538,0.32107
0.02243,0.17736,0.02519,0.18680,0.83486,0.11857,0.87930,0.61645,0.31725,0.04506,0.33414
0.02294,0.15195,0.02450,0.18575,0.71526,0.11534,0.87433,0.63030,0.28416,0.04582,0.34735
0.02344,0.20466,0.02382,0.18468,0.96333,0.11212,0.86929,0.64415,0.39972,0.04652,0.36070
0.02394,0.18861,0.02363,0.18360,0.88780,0.11121,0.86420,0.65801,0.38439,0.04815,0.37417
0.02445,0.20828,0.02366,0.18250,0.98037,0.11138,0.85904,0.67186,0.44253,0.05028,0.38777
0.02495,0.18682,0.02304,0.18139,0.87940,0.10845,0.85382,0.68571,0.41349,0.05099,0.40147
0.02546,0.16282,0.02271,0.18027,0.76639,0.10690,0.84855,0.69956,0.37506,0.05231,0.41527
0.02596,0.13544,0.02190,0.17914,0.63751,0.10310,0.84323,0.71342,0.32447,0.05247,0.42917
0.02646,0.15803,0.02204,0.17800,0.74387,0.10375,0.83785,0.72727,0.39345,0.05488,0.44316
0.02697,0.13457,0.02136,0.17685,0.63343,0.10053,0.83243,0.74112,0.34792,0.05522,0.45722
0.02747,0.18472,0.02144,0.17568,0.86948,0.10091,0.82695,0.75498,0.49559,0.05752,0.47135
0.02798,0.18814,0.02132,0.17451,0.88557,0.10034,0.82144,0.76883,0.52346,0.05931,0.48555
0.02848,0.14382,0.02029,0.17333,0.67695,0.09552,0.81588,0.78268,0.41469,0.05851,0.49980
0.02898,0.15916,0.02050,0.17214,0.74917,0.09651,0.81028,0.79653,0.47532,0.06123,0.51409
0.02949,0.15970,0.01983,0.17094,0.75170,0.09335,0.80464,0.81039,0.49366,0.06131,0.52843
0.02999,0.15623,0.01970,0.16974,0.73539,0.09275,0.79897,0.82424,0.49960,0.06301,0.54280
0.03050,0.17492,0.01988,0.16853,0.82337,0.09360,0.79326,0.83809,0.57833,0.06574,0.55719
0.03100,0.17623,0.01899,0.16731,0.82951,0.08937,0.78753,0.85194,0.60207,0.06487,0.57160
0.03150,0.18102,0.01911,0.16608,0.85205,0.08995,0.78176,0.86580,0.63870,0.06743,0.58601
0.03201,0.18659,0.01870,0.16485,0.87828,0.08802,0.77597,0.87965,0.67960,0.06811,0.60043
0.03251,0.14966,0.01846,0.16362,0.70445,0.08688,0.77015,0.89350,0.56239,0.06936,0.61485
0.03302,0.17369,0.01850,0.16238,0.81756,0.08709,0.76431,0.90736,0.67309,0.07170,0.62925
0.03352,0.14179,0.01771,0.16113,0.66742,0.08338,0.75845,0.92121,0.56639,0.07076,0.64364
0.03402,0.15745,0.01755,0.15988,0.74112,0.08260,0.75258,0.93506,0.64799,0.07222,0.65801
0.03453,0.19128,0.01694,0.15863,0.90038,0.07973,0.74668,0.94891,0.81073,0.07179,0.67234
0.03503,0.12760,0.01626,0.15738,0.60063,0.07652,0.74078,0.96277,0.55674,0.07093,0.68664
0.03554,0.13939,0.01586,0.15612,0.65612,0.07464,0.73486,0.97662,0.62580,0.07119,0.70090
0.03604,0.15227,0.01527,0.15486,0.71677,0.07188,0.72894,0.99047,0.70317,0.07052,0.71511
0.03654,0.16528,0.01537,0.15360,0.77799,0.07237,0.72300,1.00433,0.78473,0.07299,0.72927
0.03705,0.16446,0.01509,0.15234,0.77414,0.07102,0.71707,1.01818,0.80254,0.07363,0.74337
0.03755,0.15795,0.01471,0.15108,0.74347,0.06924,0.71113,1.03203,0.79186,0.07375,0.75741
0.03806,0.15560,0.01436,0.14981,0.73240,0.06758,0.70518,1.04588,0.80115,0.07392,0.77138
0.03856,0.13789,0.01404,0.14855,0.64905,0.06607,0.69924,1.05974,0.72891,0.07420,0.78528
0.03907,0.16911,0.01421,0.14729,0.79602,0.06688,0.69330,1.07359,0.91748,0.07709,0.79909
0.03957,0.16166,0.01367,0.14603,0.76093,0.06434,0.68736,1.08744,0.89982,0.07609,0.81282
0.04007,0.12673,0.01338,0.14477,0.59652,0.06300,0.68142,1.10129,0.72349,0.07641,0.82646
0.04058,0.15930,0.01341,0.14351,0.74986,0.06312,0.67549,1.11515,0.93249,0.07849,0.84001
0.04108,0.12353,0.01320,0.14225,0.58148,0.06212,0.66956,1.12900,0.74118,0.07919,0.85345
0.04159,0.14367,0.01330,0.14099,0.67626,0.06261,0.66364,1.14285,0.88327,0.08178,0.86679
0.04209,0.13331,0.01311,0.13973,0.62748,0.06173,0.65773,1.15671,0.83955,0.08260,0.88003
0.04259,0.16746,0.01335,0.13848,0.78823,0.06283,0.65183,1.17056,1.08003,0.08609,0.89315
0.04310,0.14524,0.01298,0.13723,0.68364,0.06110,0.64595,1.18441,0.95903,0.08572,0.90615
0.04360,0.10448,0.01295,0.13598,0.49178,0.06094,0.64007,1.19826,0.70611,0.08750,0.91903
0.04411,0.10657,0.01275,0.13473,0.50161,0.06001,0.63421,1.21212,0.73699,0.08816,0.93179
0.04461,0.12054,0.01254,0.13349,0.56740,0.05901,0.62836,1.22597,0.85281,0.08869,0.94442
0.04511,0.12917,0.01272,0.13225,0.60801,0.05989,0.62253,1.23982,0.93460,0.09206,0.95693
0.04562,0.13192,0.01256,0.13102,0.62096,0.05914,0.61672,1.25367,0.97596,0.09295,0.96929
0.04612,0.12512,0.01249,0.12979,0.58894,0.05879,0.61092,1.26753,0.94621,0.09445,0.98152
0.04663,0.14873,0.01250,0.12856,0.70008,0.05886,0.60515,1.28138,1.14948,0.09665,0.99362
0.04713,0.11472,0.01212,0.12734,0.53997,0.05706,0.59940,1.29523,0.90588,0.09572,1.00557
0.04763,0.10831,0.01215,0.12612,0.50981,0.05717,0.59367,1.30909,0.87367,0.09797,1.01737
0.04814,0.13422,0.01200,0.12491,0.63180,0.05649,0.58797,1.32294,1.10575,0.09887,1.02904
0.04864,0.11061,0.01187,0.12370,0.52065,0.05586,0.58229,1.33679,0.93041,0.09982,1.04055
0.04915,0.12760,0.01180,0.12250,0.60061,0.05552,0.57664,1.35064,1.09566,0.10129,1.05192
0.04965,0.11036,0.01156,0.12131,0.51946,0.05443,0.57101,1.36450,0.96716,0.10134,1.06314
0.05015,0.12227,0.01162,0.12012,0.57553,0.05471,0.56542,1.37835,1.09341,0.10393,1.07422
0.05066,0.12451,0.01143,0.11894,0.58609,0.05381,0.55986,1.39220,1.13597,0.10430,1.08514
0.05116,0.12497,0.01132,0.11777,0.58826,0.05327,0.55433,1.40606,1.16299,0.10532,1.09591
0.05167,0.12553,0.01117,0.11660,0.59090,0.05258,0.54884,1.41991,1.19134,0.10601,1.10653
0.05217,0.11650,0.01112,0.11544,0.54836,0.05236,0.54337,1.43376,1.12726,0.10763,1.11700
0.05268,0.12383,0.01105,0.11429,0.58288,0.05200,0.53795,1.44761,1.22148,0.10897,1.12732
0.05318,0.12667,0.01081,0.11314,0.59623,0.05087,0.53256,1.46147,1.27348,0.10865,1.13749
0.05368,0.11620,0.01084,0.11200,0.54697,0.05103,0.52722,1.47532,1.19052,0.11108,1.14752
0.05419,0.11949,0.01060,0.11088,0.56243,0.04987,0.52191,1.48917,1.24726,0.11060,1.15740
0.05469,0.11135,0.01060,0.10976,0.52414,0.04990,0.51664,1.50302,1.18408,0.11273,1.16714
0.05520,0.13004,0.01071,0.10865,0.61213,0.05040,0.51142,1.51688,1.40846,0.11596,1.17673
0.05570,0.10290,0.01040,0.10755,0.48436,0.04898,0.50624,1.53073,1.13492,0.11476,1.18619
0.05620,0.10292,0.01039,0.10646,0.48447,0.04890,0.50110,1.54458,1.15582,0.11666,1.19550
0.05671,0.11510,0.01018,0.10537,0.54177,0.04793,0.49601,1.55844,1.31580,0.11642,1.20466
0.05721,0.09835,0.01024,0.10430,0.46292,0.04820,0.49095,1.57229,1.14438,0.11916,1.21368
0.05772,0.09814,0.01011,0.10324,0.46195,0.04760,0.48594,1.58614,1.16219,0.11976,1.22256
