#File Plotted Below: avg_em_0042.dat

#Fit from 0.015-0.15 with polymer MFF
#Initial search parameter for I0 = 0.2504919762
#Initial search parameter for Rg = 30.0
#Initial search parameter for nu = 0.499880565034
#BestFit for I0 = 0.27797 +- 0.00356
#BestFit for I(0)/I0 = 1.00000 +- 0.01280
#BestFit for Rg = 24.47941 +- 0.36537
#BestFit for nu = 0.47020 +- 0.02084
#BestFit reduced chisquared = 0.89451
#-------------
#-------------

#q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.01487,0.19353,0.03405,0.26558,0.69623,0.12249,0.95541,0.36401,0.09225,0.01623,0.12659
0.01537,0.29003,0.03309,0.26473,1.04336,0.11904,0.95236,0.37635,0.14778,0.01686,0.13489
0.01588,0.23986,0.03098,0.26386,0.86290,0.11146,0.94923,0.38869,0.13037,0.01684,0.14341
0.01638,0.23145,0.02934,0.26297,0.83262,0.10555,0.94602,0.40103,0.13390,0.01698,0.15214
0.01689,0.31428,0.02915,0.26205,1.13062,0.10487,0.94272,0.41337,0.19319,0.01792,0.16108
0.01739,0.24582,0.02711,0.26111,0.88431,0.09753,0.93935,0.42571,0.16026,0.01768,0.17023
0.01789,0.20960,0.02617,0.26015,0.75401,0.09413,0.93590,0.43805,0.14468,0.01806,0.17958
0.01840,0.19062,0.02480,0.25917,0.68575,0.08923,0.93237,0.45038,0.13910,0.01810,0.18913
0.01890,0.26121,0.02466,0.25817,0.93971,0.08873,0.92877,0.46272,0.20120,0.01900,0.19886
0.01941,0.26005,0.02387,0.25715,0.93551,0.08587,0.92509,0.47506,0.21113,0.01938,0.20878
0.01991,0.26201,0.02286,0.25611,0.94256,0.08223,0.92135,0.48740,0.22392,0.01953,0.21888
0.02041,0.26850,0.02267,0.25505,0.96591,0.08156,0.91753,0.49974,0.24123,0.02037,0.22915
0.02092,0.20166,0.02135,0.25397,0.72547,0.07682,0.91365,0.51208,0.19024,0.02014,0.23958
0.02142,0.24995,0.02151,0.25287,0.89918,0.07737,0.90970,0.52442,0.24729,0.02128,0.25018
0.02193,0.24476,0.02093,0.25176,0.88050,0.07531,0.90568,0.53676,0.25368,0.02170,0.26094
0.02243,0.27309,0.02023,0.25062,0.98244,0.07277,0.90160,0.54910,0.29622,0.02194,0.27184
0.02294,0.23941,0.01978,0.24947,0.86126,0.07115,0.89746,0.56144,0.27148,0.02243,0.28289
0.02344,0.22755,0.01903,0.24830,0.81862,0.06848,0.89327,0.57378,0.26951,0.02254,0.29408
0.02394,0.23480,0.01914,0.24712,0.84468,0.06887,0.88901,0.58612,0.29018,0.02366,0.30540
0.02445,0.25116,0.01937,0.24592,0.90355,0.06970,0.88469,0.59846,0.32361,0.02496,0.31685
0.02495,0.24762,0.01909,0.24471,0.89080,0.06868,0.88032,0.61080,0.33233,0.02562,0.32842
0.02546,0.23582,0.01908,0.24348,0.84834,0.06865,0.87590,0.62314,0.32941,0.02666,0.34011
0.02596,0.23329,0.01869,0.24223,0.83924,0.06722,0.87143,0.63547,0.33891,0.02715,0.35191
0.02646,0.26675,0.01902,0.24098,0.95964,0.06842,0.86690,0.64781,0.40272,0.02871,0.36381
0.02697,0.24710,0.01863,0.23970,0.88895,0.06702,0.86233,0.66015,0.38740,0.02921,0.37580
0.02747,0.22510,0.01845,0.23842,0.80977,0.06638,0.85770,0.67249,0.36622,0.03002,0.38789
0.02798,0.23022,0.01846,0.23712,0.82820,0.06639,0.85304,0.68483,0.38842,0.03114,0.40007
0.02848,0.23734,0.01788,0.23581,0.85384,0.06431,0.84833,0.69717,0.41501,0.03126,0.41233
0.02898,0.22901,0.01814,0.23449,0.82386,0.06527,0.84357,0.70951,0.41474,0.03285,0.42466
0.02949,0.24110,0.01780,0.23316,0.86734,0.06402,0.83878,0.72185,0.45194,0.03336,0.43706
0.02999,0.25467,0.01792,0.23181,0.91618,0.06446,0.83394,0.73419,0.49385,0.03475,0.44952
0.03050,0.23873,0.01792,0.23046,0.85881,0.06447,0.82907,0.74653,0.47862,0.03593,0.46205
0.03100,0.23578,0.01723,0.22910,0.84820,0.06200,0.82417,0.75887,0.48846,0.03570,0.47462
0.03150,0.24472,0.01743,0.22772,0.88038,0.06271,0.81923,0.77121,0.52362,0.03729,0.48724
0.03201,0.21479,0.01696,0.22634,0.77268,0.06101,0.81425,0.78355,0.47438,0.03746,0.49991
0.03251,0.20426,0.01691,0.22495,0.73481,0.06084,0.80925,0.79589,0.46545,0.03854,0.51260
0.03302,0.25259,0.01722,0.22355,0.90868,0.06195,0.80421,0.80822,0.59357,0.04047,0.52533
0.03352,0.23635,0.01657,0.22214,0.85026,0.05961,0.79915,0.82056,0.57250,0.04014,0.53809
0.03402,0.22096,0.01630,0.22073,0.79488,0.05862,0.79406,0.83290,0.55143,0.04067,0.55086
0.03453,0.24259,0.01580,0.21931,0.87271,0.05683,0.78895,0.84524,0.62350,0.04060,0.56365
0.03503,0.20431,0.01528,0.21788,0.73498,0.05496,0.78381,0.85758,0.54054,0.04042,0.57645
0.03554,0.20463,0.01487,0.21644,0.73614,0.05351,0.77865,0.86992,0.55708,0.04049,0.58925
0.03604,0.22305,0.01443,0.21500,0.80242,0.05191,0.77347,0.88226,0.62459,0.04040,0.60206
0.03654,0.18903,0.01427,0.21356,0.68003,0.05133,0.76827,0.89460,0.54424,0.04108,0.61486
0.03705,0.20647,0.01420,0.21211,0.74275,0.05109,0.76306,0.90694,0.61094,0.04202,0.62765
0.03755,0.23049,0.01407,0.21066,0.82917,0.05061,0.75783,0.91928,0.70071,0.04277,0.64042
0.03806,0.21508,0.01374,0.20920,0.77375,0.04944,0.75259,0.93162,0.67155,0.04291,0.65318
0.03856,0.18839,0.01335,0.20774,0.67774,0.04801,0.74733,0.94396,0.60391,0.04278,0.66592
0.03907,0.20907,0.01346,0.20628,0.75211,0.04843,0.74207,0.95630,0.68781,0.04429,0.67862
0.03957,0.20947,0.01305,0.20481,0.75357,0.04693,0.73679,0.96864,0.70704,0.04404,0.69130
0.04007,0.17746,0.01281,0.20334,0.63839,0.04608,0.73151,0.98098,0.61433,0.04434,0.70394
0.04058,0.21506,0.01294,0.20187,0.77368,0.04654,0.72623,0.99331,0.76337,0.04592,0.71655
0.04108,0.19395,0.01281,0.20040,0.69772,0.04607,0.72094,1.00565,0.70563,0.04659,0.72911
0.04159,0.21275,0.01293,0.19893,0.76535,0.04651,0.71564,1.01799,0.79314,0.04820,0.74163
0.04209,0.19883,0.01276,0.19746,0.71528,0.04589,0.71035,1.03033,0.75933,0.04871,0.75409
0.04259,0.20117,0.01286,0.19599,0.72368,0.04626,0.70505,1.04267,0.78676,0.05029,0.76651
0.04310,0.18338,0.01250,0.19451,0.65970,0.04496,0.69976,1.05501,0.73428,0.05005,0.77886
0.04360,0.18955,0.01273,0.19304,0.68191,0.04580,0.69446,1.06735,0.77686,0.05218,0.79116
0.04411,0.20762,0.01262,0.19157,0.74689,0.04539,0.68917,1.07969,0.87067,0.05291,0.80338
0.04461,0.20043,0.01239,0.19010,0.72104,0.04457,0.68388,1.09203,0.85987,0.05315,0.81554
0.04511,0.20031,0.01254,0.18863,0.72059,0.04512,0.67859,1.10437,0.87885,0.05503,0.82763
0.04562,0.18186,0.01225,0.18716,0.65423,0.04406,0.67331,1.11671,0.81585,0.05495,0.83964
0.04612,0.18332,0.01225,0.18570,0.65949,0.04408,0.66803,1.12905,0.84068,0.05619,0.85157
0.04663,0.20252,0.01227,0.18423,0.72854,0.04416,0.66276,1.14139,0.94912,0.05753,0.86342
0.04713,0.16895,0.01186,0.18277,0.60778,0.04265,0.65750,1.15373,0.80901,0.05677,0.87518
0.04763,0.18250,0.01211,0.18131,0.65652,0.04355,0.65224,1.16606,0.89268,0.05922,0.88686
0.04814,0.18670,0.01182,0.17985,0.67165,0.04254,0.64699,1.17840,0.93268,0.05907,0.89844
0.04864,0.18319,0.01180,0.17839,0.65903,0.04247,0.64176,1.19074,0.93442,0.06021,0.90993
0.04915,0.17298,0.01155,0.17694,0.62229,0.04154,0.63653,1.20308,0.90070,0.06012,0.92132
0.04965,0.16185,0.01137,0.17549,0.58225,0.04092,0.63132,1.21542,0.86014,0.06045,0.93261
0.05015,0.17847,0.01150,0.17404,0.64205,0.04136,0.62611,1.22776,0.96783,0.06234,0.94380
0.05066,0.18338,0.01131,0.17260,0.65970,0.04067,0.62092,1.24010,1.01452,0.06255,0.95489
0.05116,0.16827,0.01120,0.17116,0.60534,0.04030,0.61575,1.25244,0.94954,0.06322,0.96587
0.05167,0.17706,0.01105,0.16973,0.63697,0.03974,0.61059,1.26478,1.01894,0.06356,0.97674
0.05217,0.16594,0.01100,0.16830,0.59698,0.03958,0.60545,1.27712,0.97369,0.06456,0.98750
0.05268,0.18120,0.01100,0.16687,0.65187,0.03958,0.60032,1.28946,1.08387,0.06580,0.99815
0.05318,0.17188,0.01071,0.16545,0.61833,0.03852,0.59521,1.30180,1.04786,0.06527,1.00869
0.05368,0.15368,0.01067,0.16404,0.55287,0.03838,0.59012,1.31414,0.95479,0.06628,1.01911
0.05419,0.17824,0.01062,0.16263,0.64121,0.03820,0.58505,1.32648,1.12824,0.06721,1.02942
0.05469,0.15413,0.01052,0.16123,0.55446,0.03783,0.58000,1.33882,0.99383,0.06781,1.03961
0.05520,0.14364,0.01043,0.15983,0.51674,0.03751,0.57497,1.35115,0.94337,0.06848,1.04968
0.05570,0.15954,0.01040,0.15844,0.57394,0.03742,0.56997,1.36349,1.06703,0.06957,1.05963
0.05620,0.15918,0.01037,0.15705,0.57264,0.03732,0.56498,1.37583,1.08396,0.07065,1.06946
0.05671,0.16666,0.01020,0.15567,0.59957,0.03670,0.56002,1.38817,1.15538,0.07072,1.07918
0.05721,0.15399,0.01027,0.15430,0.55397,0.03693,0.55509,1.40051,1.08657,0.07243,1.08877
0.05772,0.14996,0.01012,0.15294,0.53949,0.03639,0.55018,1.41285,1.07690,0.07265,1.09824
0.05822,0.14135,0.01003,0.15158,0.50849,0.03608,0.54530,1.42519,1.03282,0.07328,1.10759
0.05872,0.14258,0.01001,0.15023,0.51294,0.03603,0.54044,1.43753,1.05999,0.07445,1.11682
0.05923,0.15084,0.00987,0.14889,0.54266,0.03552,0.53562,1.44987,1.14073,0.07467,1.12593
0.05973,0.15308,0.00987,0.14755,0.55069,0.03550,0.53082,1.46221,1.17740,0.07590,1.13492
0.06024,0.15218,0.00990,0.14623,0.54747,0.03560,0.52605,1.47455,1.19036,0.07741,1.14380
0.06074,0.14947,0.00973,0.14491,0.53770,0.03500,0.52132,1.48689,1.18876,0.07739,1.15255
0.06124,0.13049,0.00965,0.14361,0.46945,0.03472,0.51662,1.49923,1.05516,0.07805,1.16119
0.06175,0.13235,0.00962,0.14231,0.47613,0.03462,0.51195,1.51157,1.08787,0.07910,1.16971
0.06225,0.14425,0.00956,0.14102,0.51892,0.03440,0.50731,1.52390,1.20507,0.07989,1.17812
0.06276,0.13903,0.00951,0.13974,0.50015,0.03421,0.50270,1.53624,1.18038,0.08074,1.18641
0.06326,0.15120,0.00955,0.13847,0.54392,0.03437,0.49813,1.54858,1.30439,0.08242,1.19458
0.06376,0.14558,0.00943,0.13721,0.52372,0.03391,0.49360,1.56092,1.27602,0.08263,1.20263
0.06427,0.14774,0.00951,0.13595,0.53147,0.03423,0.48909,1.57326,1.31547,0.08472,1.21057
0.06477,0.12939,0.00930,0.13471,0.46549,0.03347,0.48462,1.58560,1.17031,0.08416,1.21839
0.06528,0.13658,0.00930,0.13348,0.49135,0.03347,0.48018,1.59794,1.25462,0.08545,1.22609
0.06578,0.12743,0.00924,0.13225,0.45841,0.03325,0.47577,1.61028,1.18866,0.08621,1.23368
0.06629,0.12799,0.00913,0.13104,0.46043,0.03284,0.47140,1.62262,1.21225,0.08647,1.24114
0.06679,0.14045,0.00922,0.12983,0.50527,0.03316,0.46706,1.63496,1.35063,0.08865,1.24849
0.06729,0.12293,0.00910,0.12863,0.44224,0.03273,0.46275,1.64730,1.20007,0.08883,1.25571
0.06780,0.12655,0.00907,0.12744,0.45526,0.03261,0.45847,1.65964,1.25397,0.08983,1.26282
0.06830,0.12699,0.00906,0.12626,0.45684,0.03260,0.45423,1.67198,1.27708,0.09113,1.26981
0.06881,0.12364,0.00899,0.12509,0.44480,0.03234,0.45002,1.68432,1.26186,0.09175,1.27668
0.06931,0.13455,0.00902,0.12393,0.48405,0.03245,0.44585,1.69666,1.39341,0.09341,1.28343
0.06981,0.12364,0.00889,0.12278,0.44480,0.03199,0.44170,1.70899,1.29912,0.09343,1.29007
0.07032,0.12150,0.00883,0.12164,0.43710,0.03177,0.43759,1.72133,1.29512,0.09413,1.29658
0.07082,0.13173,0.00893,0.12051,0.47389,0.03214,0.43351,1.73367,1.42432,0.09660,1.30298
0.07133,0.13097,0.00886,0.11938,0.47116,0.03188,0.42947,1.74601,1.43637,0.09720,1.30926
0.07183,0.12075,0.00877,0.11827,0.43439,0.03155,0.42546,1.75835,1.34304,0.09755,1.31543
0.07233,0.10744,0.00870,0.11716,0.38652,0.03130,0.42148,1.77069,1.21188,0.09814,1.32148
0.07284,0.11709,0.00871,0.11606,0.42123,0.03132,0.41753,1.78303,1.33917,0.09957,1.32741
