#File Plotted Below: avg_em_0115.dat

#Fit from 0.015-0.15 with polymer MFF
#Initial search parameter for I0 = 0.2574511411
#Initial search parameter for Rg = 30.0
#Initial search parameter for nu = 0.499880565034
#BestFit for I0 = 0.25943 +- 0.00384
#BestFit for I(0)/I0 = 1.00000 +- 0.01481
#BestFit for Rg = 26.12069 +- 0.37248
#BestFit for nu = 0.53245 +- 0.03004
#BestFit reduced chisquared = 1.05267
#-------------
#-------------

#q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.01487,0.30515,0.03198,0.24650,1.17623,0.12325,0.95014,0.38842,0.17745,0.01860,0.14334
0.01537,0.28002,0.03058,0.24562,1.07934,0.11788,0.94674,0.40158,0.17406,0.01901,0.15268
0.01588,0.29273,0.02892,0.24471,1.12833,0.11147,0.94326,0.41475,0.19409,0.01917,0.16226
0.01638,0.30203,0.02784,0.24379,1.16419,0.10731,0.93969,0.42792,0.21318,0.01965,0.17207
0.01689,0.23190,0.02660,0.24284,0.89386,0.10251,0.93603,0.44108,0.17390,0.01994,0.18211
0.01739,0.25473,0.02559,0.24186,0.98186,0.09863,0.93228,0.45425,0.20260,0.02035,0.19237
0.01789,0.27643,0.02496,0.24087,1.06553,0.09622,0.92845,0.46742,0.23279,0.02102,0.20285
0.01840,0.22058,0.02371,0.23986,0.85024,0.09138,0.92454,0.48058,0.19637,0.02110,0.21353
0.01890,0.22857,0.02328,0.23882,0.88104,0.08974,0.92054,0.49375,0.21479,0.02188,0.22442
0.01941,0.25652,0.02273,0.23776,0.98879,0.08761,0.91647,0.50692,0.25408,0.02251,0.23550
0.01991,0.23101,0.02175,0.23669,0.89044,0.08385,0.91233,0.52008,0.24085,0.02268,0.24677
0.02041,0.24883,0.02157,0.23559,0.95912,0.08316,0.90810,0.53325,0.27273,0.02365,0.25822
0.02092,0.24689,0.02074,0.23448,0.95165,0.07993,0.90381,0.54642,0.28413,0.02386,0.26985
0.02142,0.25470,0.02066,0.23334,0.98177,0.07963,0.89944,0.55958,0.30742,0.02494,0.28164
