#File Plotted Below: avg_em_0129.dat

#Fit from 0.015-0.15 with polymer MFF
#Initial search parameter for I0 = 0.2467528921
#Initial search parameter for Rg = 30.0
#Initial search parameter for nu = 0.499880565034
#BestFit for I0 = 0.24064 +- 0.00383
#BestFit for I(0)/I0 = 1.00000 +- 0.01590
#BestFit for Rg = 27.25622 +- 0.40416
#BestFit for nu = 0.54372 +- 0.02948
#BestFit reduced chisquared = 0.90407
#-------------
#-------------

#q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.01487,0.27141,0.03505,0.22762,1.12786,0.14565,0.94589,0.40530,0.18527,0.02393,0.15538
0.01537,0.30820,0.03372,0.22674,1.28075,0.14012,0.94224,0.41904,0.22489,0.02460,0.16545
0.01588,0.30987,0.03168,0.22584,1.28769,0.13163,0.93849,0.43278,0.24118,0.02465,0.17578
0.01638,0.19883,0.02952,0.22491,0.82626,0.12267,0.93464,0.44652,0.16474,0.02446,0.18635
0.01689,0.23862,0.02883,0.22396,0.99158,0.11982,0.93070,0.46026,0.21005,0.02538,0.19716
0.01739,0.22014,0.02709,0.22299,0.91482,0.11259,0.92666,0.47400,0.20554,0.02530,0.20820
0.01789,0.23342,0.02633,0.22200,0.96997,0.10940,0.92254,0.48774,0.23074,0.02602,0.21946
0.01840,0.25907,0.02536,0.22099,1.07656,0.10537,0.91834,0.50147,0.27073,0.02650,0.23094
0.01890,0.23709,0.02467,0.21996,0.98522,0.10253,0.91405,0.51521,0.26152,0.02722,0.24263
0.01941,0.23737,0.02387,0.21891,0.98641,0.09920,0.90968,0.52895,0.27599,0.02775,0.25452
0.01991,0.22492,0.02284,0.21783,0.93466,0.09492,0.90522,0.54269,0.27527,0.02795,0.26660
0.02041,0.19747,0.02230,0.21674,0.82061,0.09267,0.90069,0.55643,0.25407,0.02869,0.27887
0.02092,0.21854,0.02143,0.21564,0.90816,0.08906,0.89609,0.57017,0.29523,0.02895,0.29131
0.02142,0.22754,0.02127,0.21451,0.94555,0.08839,0.89141,0.58391,0.32239,0.03013,0.30392
0.02193,0.23522,0.02085,0.21337,0.97745,0.08664,0.88666,0.59765,0.34913,0.03095,0.31670
0.02243,0.21454,0.01996,0.21221,0.89153,0.08297,0.88184,0.61139,0.33325,0.03101,0.32963
0.02294,0.22049,0.01969,0.21103,0.91625,0.08184,0.87695,0.62513,0.35805,0.03198,0.34270
0.02344,0.18689,0.01886,0.20984,0.77662,0.07838,0.87200,0.63886,0.31698,0.03199,0.35590
0.02394,0.19342,0.01903,0.20863,0.80378,0.07910,0.86699,0.65260,0.34232,0.03369,0.36924
0.02445,0.21662,0.01940,0.20741,0.90018,0.08063,0.86191,0.66634,0.39969,0.03580,0.38270
0.02495,0.19969,0.01893,0.20618,0.82981,0.07866,0.85678,0.68008,0.38380,0.03638,0.39627
0.02546,0.19151,0.01892,0.20493,0.79585,0.07861,0.85159,0.69382,0.38311,0.03784,0.40994
0.02596,0.21937,0.01876,0.20367,0.91160,0.07796,0.84635,0.70756,0.45638,0.03903,0.42372
0.02646,0.21214,0.01875,0.20239,0.88157,0.07794,0.84105,0.72130,0.45865,0.04055,0.43757
0.02697,0.21015,0.01849,0.20111,0.87328,0.07684,0.83571,0.73504,0.47181,0.04151,0.45152
0.02747,0.18255,0.01823,0.19981,0.75861,0.07577,0.83031,0.74878,0.42533,0.04248,0.46553
0.02798,0.19981,0.01829,0.19850,0.83034,0.07601,0.82487,0.76252,0.48278,0.04419,0.47961
0.02848,0.20457,0.01777,0.19718,0.85010,0.07385,0.81939,0.77625,0.51225,0.04450,0.49374
0.02898,0.17520,0.01788,0.19585,0.72805,0.07429,0.81387,0.78999,0.45437,0.04636,0.50793
0.02949,0.19681,0.01759,0.19451,0.81786,0.07309,0.80831,0.80373,0.52833,0.04722,0.52215
0.02999,0.18427,0.01744,0.19317,0.76576,0.07249,0.80271,0.81747,0.51173,0.04844,0.53642
0.03050,0.20018,0.01771,0.19181,0.83187,0.07359,0.79707,0.83121,0.57475,0.05084,0.55071
0.03100,0.19220,0.01700,0.19045,0.79871,0.07064,0.79141,0.84495,0.57023,0.05043,0.56502
0.03150,0.18292,0.01701,0.18907,0.76012,0.07067,0.78571,0.85869,0.56047,0.05211,0.57934
0.03201,0.17008,0.01667,0.18770,0.70677,0.06927,0.77998,0.87243,0.53795,0.05272,0.59367
0.03251,0.14573,0.01654,0.18631,0.60558,0.06872,0.77423,0.88617,0.47555,0.05396,0.60800
0.03302,0.18384,0.01680,0.18492,0.76397,0.06981,0.76846,0.89991,0.61868,0.05654,0.62232
0.03352,0.19891,0.01633,0.18353,0.82657,0.06787,0.76266,0.91364,0.68998,0.05665,0.63663
