#File Plotted Below: avg_em_0087.dat

#Fit from 0.015-0.15 with polymer MFF
#Initial search parameter for I0 = 0.3081334323
#Initial search parameter for Rg = 30.0
#Initial search parameter for nu = 0.499880565034
#BestFit for I0 = 0.32381 +- 0.00348
#BestFit for I(0)/I0 = 1.00000 +- 0.01074
#BestFit for Rg = 23.74260 +- 0.25762
#BestFit for nu = 0.52438 +- 0.02848
#BestFit reduced chisquared = 0.99580
#-------------
#-------------

#q,I(q),Error,fit,I(q)/I0,Error/I0,fit/I0,qRg,((qRg)^2)I(q)/I0,((qRg)^2)*Error/I0,((qRg)^2)*fit/I0
0.01487,0.33742,0.03558,0.31044,1.04202,0.10989,0.95870,0.35305,0.12988,0.01370,0.11950
0.01537,0.32626,0.03388,0.30951,1.00756,0.10464,0.95585,0.36502,0.13425,0.01394,0.12736
0.01588,0.34246,0.03229,0.30857,1.05758,0.09972,0.95292,0.37699,0.15030,0.01417,0.13543
0.01638,0.30102,0.03048,0.30759,0.92963,0.09412,0.94991,0.38896,0.14064,0.01424,0.14371
0.01689,0.28111,0.02944,0.30659,0.86812,0.09091,0.94682,0.40092,0.13954,0.01461,0.15219
0.01739,0.29997,0.02805,0.30557,0.92637,0.08662,0.94366,0.41289,0.15793,0.01477,0.16088
0.01789,0.31655,0.02741,0.30452,0.97756,0.08466,0.94042,0.42486,0.17646,0.01528,0.16975
0.01840,0.31756,0.02612,0.30345,0.98068,0.08066,0.93711,0.43683,0.18713,0.01539,0.17882
0.01890,0.30593,0.02548,0.30235,0.94476,0.07868,0.93373,0.44880,0.19029,0.01585,0.18807
0.01941,0.29481,0.02470,0.30124,0.91043,0.07627,0.93028,0.46076,0.19329,0.01619,0.19750
0.01991,0.29568,0.02369,0.30010,0.91314,0.07317,0.92676,0.47273,0.20406,0.01635,0.20711
0.02041,0.28100,0.02317,0.29893,0.86779,0.07156,0.92317,0.48470,0.20387,0.01681,0.21688
0.02092,0.29090,0.02236,0.29775,0.89835,0.06904,0.91952,0.49667,0.22160,0.01703,0.22683
0.02142,0.30056,0.02216,0.29655,0.92818,0.06842,0.91580,0.50864,0.24013,0.01770,0.23693
0.02193,0.30879,0.02178,0.29532,0.95361,0.06727,0.91202,0.52060,0.25846,0.01823,0.24718
