# Position, Conc, Conc_std
-5.280000000000005578e+00,8.054156665117429004e-01,9.806270436222902162e-04
-5.290000000000005365e+00,8.054527964315605360e-01,9.814577645127686625e-04
-5.300000000000005151e+00,8.054896102682898018e-01,9.811265811478923123e-04
-5.310000000000005826e+00,8.055267637104327472e-01,9.819516925613912695e-04
-5.320000000000005613e+00,8.055636022930697804e-01,9.816161738839539359e-04
-5.330000000000005400e+00,8.056007788461617691e-01,9.824356522546220938e-04
-5.340000000000006075e+00,8.056376417481342367e-01,9.820957494494882492e-04
-5.350000000000005862e+00,8.056749236371750778e-01,9.828634451888558846e-04
-5.360000000000005649e+00,8.057117277826817414e-01,9.825652382150775691e-04
-5.370000000000005436e+00,8.057490320169210518e-01,9.833272282064285663e-04
-5.380000000000005222e+00,8.057858596046526545e-01,9.830246734479962476e-04
-5.390000000000005898e+00,8.058231858090808553e-01,9.837810074163450772e-04
-5.400000000000005684e+00,8.058600364628477619e-01,9.834741548673661335e-04
-5.410000000000005471e+00,8.058973842524916886e-01,9.842248628037799339e-04
-5.420000000000006146e+00,8.059342575749883775e-01,9.839137220367007164e-04
-5.430000000000005933e+00,8.059716265590908257e-01,9.846588184645446371e-04
-5.440000000000005720e+00,8.060085221670332256e-01,9.843434188503163464e-04
-5.450000000000005507e+00,8.060459119881013823e-01,9.850829725069013693e-04
-5.460000000000005294e+00,8.060828295434904200e-01,9.847634320870558497e-04
-5.470000000000005969e+00,8.061202398683361414e-01,9.854975650250149492e-04
-5.480000000000005755e+00,8.061571790365644752e-01,9.851740295263207436e-04
-5.490000000000005542e+00,8.061946095176809601e-01,9.859028429906014582e-04
-5.500000000000006217e+00,8.062315699339678288e-01,9.855753993815118390e-04
-5.510000000000006004e+00,8.062690202039486387e-01,9.862989456918805267e-04
-5.520000000000005791e+00,8.063060014859517732e-01,9.859676312935158633e-04
-5.530000000000005578e+00,8.063434711701982227e-01,9.866859457034709950e-04
-5.540000000000005365e+00,8.063804729294122842e-01,9.863507860424687319e-04
-5.550000000000006040e+00,8.064179616479894008e-01,9.870638949447257948e-04
-5.560000000000005826e+00,8.064549834847520859e-01,9.867248926906874509e-04
-5.570000000000005613e+00,8.064924908554406136e-01,9.874328091674963552e-04
-5.580000000000006288e+00,8.065295323754368972e-01,9.870899706011715055e-04
-5.590000000000006075e+00,8.065670580316607330e-01,9.877927333500641921e-04
-5.600000000000005862e+00,8.066041188599608613e-01,9.874461063646253374e-04
-5.610000000000005649e+00,8.066416624521185463e-01,9.881437788477702693e-04
-5.620000000000005436e+00,8.066787422300463195e-01,9.877934302339472575e-04
-5.630000000000006111e+00,8.067163034227240459e-01,9.884860805476061371e-04
-5.640000000000005898e+00,8.067534018132053175e-01,9.881320866924111351e-04
-5.650000000000005684e+00,8.067909802814876574e-01,9.888197871101059820e-04
-5.660000000000006359e+00,8.068280969567603877e-01,9.884622223984311160e-04
-5.670000000000006146e+00,8.068656923625610045e-01,9.891450208538443440e-04
-5.680000000000005933e+00,8.069028269675435627e-01,9.887838994626526028e-04
-5.690000000000005720e+00,8.069404389445156145e-01,9.894617885675754607e-04
-5.700000000000005507e+00,8.069775911027851079e-01,9.890970693215276645e-04
-5.710000000000006182e+00,8.070152192868226271e-01,9.897700381739829145e-04
-5.720000000000005969e+00,8.070523886417954040e-01,9.894017107416046720e-04
-5.730000000000005755e+00,8.070900326857567419e-01,9.900697800312194090e-04
-5.740000000000006430e+00,8.071272188860575403e-01,9.896978487133108876e-04
-5.750000000000006217e+00,8.071648784279145117e-01,9.903610087858704010e-04
-5.760000000000006004e+00,8.072020810902470478e-01,9.899854076612518445e-04
-5.770000000000005791e+00,8.072397557443566907e-01,9.906435923212166331e-04
-5.780000000000005578e+00,8.072769744771959299e-01,9.902642211396678069e-04
-5.790000000000006253e+00,8.073146638788298857e-01,9.909173949150711438e-04
-5.800000000000006040e+00,8.073518983411469563e-01,9.905342553266248060e-04
-5.810000000000005826e+00,8.073896021786902688e-01,9.911824919897162852e-04
-5.820000000000006501e+00,8.074268520796636928e-01,9.907957189200496204e-04
-5.830000000000006288e+00,8.074645700696869710e-01,9.914391587250376628e-04
-5.840000000000006075e+00,8.075018351201909139e-01,9.910489203801284633e-04
-5.850000000000005862e+00,8.075395669716751712e-01,9.916876871675960395e-04
-5.860000000000005649e+00,8.075768468592364746e-01,9.912941030058705291e-04
-5.870000000000006324e+00,8.076145922677362421e-01,9.919282782303909772e-04
-5.880000000000006111e+00,8.076518866730347801e-01,9.915314270670027783e-04
-5.890000000000005898e+00,8.076896453347369720e-01,9.921610786124599422e-04
-5.900000000000006573e+00,8.077269539462541559e-01,9.917610334751686754e-04
-5.910000000000006359e+00,8.077647255563836781e-01,9.923862228729772843e-04
-5.920000000000006146e+00,8.078020480564839234e-01,9.919830336287390003e-04
-5.930000000000005933e+00,8.078398322931926723e-01,9.926037901306569711e-04
-5.940000000000005720e+00,8.078771683351735344e-01,9.921974480644293101e-04
-5.950000000000006395e+00,8.079149648528605177e-01,9.928137560029394459e-04
-5.960000000000006182e+00,8.079523140742951304e-01,9.924042092606401820e-04
-5.970000000000005969e+00,8.079901225381259655e-01,9.930160504935069393e-04
-5.980000000000006644e+00,8.080274846109742892e-01,9.926032748160333163e-04
-5.990000000000006430e+00,8.080653047108546927e-01,9.932106548411496344e-04
-6.000000000000006217e+00,8.081026793304278977e-01,9.927946460046629257e-04
-6.010000000000006004e+00,8.081405107507427799e-01,9.933975599307847109e-04
-6.020000000000005791e+00,8.081778976054758701e-01,9.929782968918427540e-04
-6.030000000000006466e+00,8.082157400312846018e-01,9.935767460893167678e-04
-6.040000000000006253e+00,8.082531388194118538e-01,9.931542431386012650e-04
-6.050000000000006040e+00,8.082909919453642456e-01,9.937482683635200185e-04
-6.060000000000006715e+00,8.083284023552307351e-01,9.933225688945872961e-04
-6.070000000000006501e+00,8.083662658691286307e-01,9.939122111153185935e-04
-6.080000000000006288e+00,8.084036875727252935e-01,9.934833389469838443e-04
-6.090000000000006075e+00,8.084415612333375467e-01,9.940686164403693143e-04
-6.100000000000005862e+00,8.084789949448718538e-01,9.936367053269227340e-04
-6.110000000000006537e+00,8.085168881793589613e-01,9.942202651283744193e-04
-6.120000000000006324e+00,8.085543829261346849e-01,9.937791400131434135e-04
-6.130000000000006111e+00,8.085922554808265827e-01,9.938491607917659607e-04
-6.140000000000006786e+00,8.086302317410234419e-01,9.920348914177114924e-04
-6.150000000000006573e+00,8.086686038928401210e-01,9.922196132895338711e-04
-6.160000000000006359e+00,8.087062707602249434e-01,9.922204632591281447e-04
-6.170000000000006146e+00,8.087439728214564916e-01,9.928150343323030331e-04
-6.180000000000005933e+00,8.087816539070020738e-01,9.918410728313132793e-04
-6.190000000000006608e+00,8.088196488881254087e-01,9.929797984016375083e-04
-6.200000000000006395e+00,8.088570283077731737e-01,9.939490781238407777e-04
-6.210000000000006182e+00,8.088950690429314028e-01,9.946656493042883330e-04
-6.220000000000006857e+00,8.089324465002545317e-01,9.942147742496975499e-04
-6.230000000000006644e+00,8.089703251109741089e-01,9.946497261636880020e-04
-6.240000000000006430e+00,8.090077356678025966e-01,9.941237360985336578e-04
-6.250000000000006217e+00,8.090456470548261780e-01,9.946262419351882197e-04
-6.260000000000006004e+00,8.090831147439718762e-01,9.941471733832959144e-04
-6.270000000000006679e+00,8.091210482849078289e-01,9.946833032647890444e-04
-6.280000000000006466e+00,8.091585440195306900e-01,9.942225357464902578e-04
-6.290000000000006253e+00,8.091964909423284835e-01,9.947696993651644701e-04
-6.300000000000006928e+00,8.092340029566928994e-01,9.943145707956505940e-04
-6.310000000000006715e+00,8.092719595394678445e-01,9.948636213894866513e-04
-6.320000000000006501e+00,8.093094829454369199e-01,9.944088581274913852e-04
-6.330000000000006288e+00,8.093474475061325224e-01,9.949560170316579504e-04
-6.340000000000006075e+00,8.093849801502814856e-01,9.944994585912093118e-04
-6.350000000000006750e+00,8.094229518463578188e-01,9.950432025048979758e-04
-6.360000000000006537e+00,8.094604926723053540e-01,9.945840005474940876e-04
-6.370000000000006324e+00,8.094984709794261768e-01,9.951237223720049794e-04
-6.380000000000006999e+00,8.095360193420513273e-01,9.946615209291726108e-04
-6.390000000000006786e+00,8.095740038506428204e-01,9.951969620802985153e-04
-6.400000000000006573e+00,8.096115592756694124e-01,9.947315847561998426e-04
-6.410000000000006359e+00,8.096495496439142237e-01,9.952626386712929481e-04
-6.420000000000006146e+00,8.096871117739340429e-01,9.947940236699906805e-04
-6.430000000000006821e+00,8.097251077183632573e-01,9.953206888778443669e-04
-6.440000000000006608e+00,8.097626762780171239e-01,9.948488778675369099e-04
-6.450000000000006395e+00,8.098006775434249960e-01,9.953712201351515299e-04
-6.460000000000007070e+00,8.098382522787299642e-01,9.948962984315343639e-04
-6.470000000000006857e+00,8.098762586063270597e-01,9.954143976335682372e-04
-6.480000000000006644e+00,8.099138392476710191e-01,9.949364419974562977e-04
-6.490000000000006430e+00,8.099518503741183206e-01,9.954503766855045573e-04
-6.500000000000006217e+00,8.099895215556200956e-01,9.949144421400315727e-04
-6.510000000000006892e+00,8.100274523154898931e-01,9.954793192586287170e-04
-6.520000000000006679e+00,8.100651288739925127e-01,9.949404866410310050e-04
-6.530000000000006466e+00,8.101030639090300856e-01,9.955013768537304946e-04
-6.540000000000007141e+00,8.101407455847430272e-01,9.949597175428939299e-04
-6.550000000000006928e+00,8.101786846589814628e-01,9.955167018697800695e-04
-6.560000000000006715e+00,8.102163712102157245e-01,9.949723070738541921e-04
-6.570000000000006501e+00,8.102543140870865912e-01,9.955254680914073576e-04
-6.580000000000006288e+00,8.102920052531545902e-01,9.949783964507412544e-04
-6.590000000000006963e+00,8.103299516717065165e-01,9.955277641703675663e-04
-6.600000000000006750e+00,8.103676471700219652e-01,9.949780007797778131e-04
-6.610000000000006537e+00,8.104055968685445199e-01,9.955235691923645762e-04
-6.620000000000007212e+00,8.104432964434575837e-01,9.949710963186801215e-04
-6.630000000000006999e+00,8.104812491804489483e-01,9.955128793161887018e-04
-6.640000000000006786e+00,8.105189526079985551e-01,9.949577231760803071e-04
-6.650000000000006573e+00,8.105569081537562504e-01,9.954957657439626999e-04
-6.660000000000006359e+00,8.105946152176580766e-01,9.949379851018739802e-04
-6.670000000000007034e+00,8.106325733410116863e-01,9.954723471083963462e-04
-6.680000000000006821e+00,8.106702838050785509e-01,9.949119982544877682e-04
-6.690000000000006608e+00,8.107082442568611658e-01,9.954427232978387517e-04
-6.700000000000007283e+00,8.107459578493584340e-01,9.948798238758201594e-04
-6.710000000000007070e+00,8.107839203706981301e-01,9.954069309774968115e-04
-6.720000000000006857e+00,8.108216368204862468e-01,9.948414874025785816e-04
-6.730000000000006644e+00,8.108596011785663693e-01,9.953650131156776062e-04
-6.740000000000006430e+00,8.108973202597234975e-01,9.947970835371398347e-04
-6.750000000000007105e+00,8.109352862520723404e-01,9.953171049372497650e-04
-6.760000000000006892e+00,8.109730077626969846e-01,9.947467883847475878e-04
-6.770000000000006679e+00,8.110109751821258373e-01,9.952633828859940978e-04
-6.780000000000007354e+00,8.110486989007528180e-01,9.946907467874030809e-04
-6.790000000000007141e+00,8.110866675279679860e-01,9.952039601816384685e-04
-6.800000000000006928e+00,8.111243932327804051e-01,9.946290461839465535e-04
-6.810000000000006715e+00,8.111623628574861078e-01,9.951389275379396958e-04
-6.820000000000006501e+00,8.112000903404287255e-01,9.945617981488182307e-04
-6.830000000000006288e+00,8.112380607505345065e-01,9.950684072178180538e-04
-6.840000000000006075e+00,8.112757897870611634e-01,9.944891157879808593e-04
-6.850000000000007638e+00,8.113137607572644683e-01,9.949924917696986292e-04
-6.860000000000007425e+00,8.113514911064951818e-01,9.944110576103433116e-04
-6.870000000000007212e+00,8.113894624107323983e-01,9.949112232975371607e-04
-6.880000000000006999e+00,8.114271938366500736e-01,9.943276594654533104e-04
-6.890000000000006786e+00,8.114651652502427037e-01,9.948246352980613921e-04
-6.900000000000006573e+00,8.115028975118394605e-01,9.942389451796460748e-04
-6.910000000000006359e+00,8.115408688029873696e-01,9.947327361959107817e-04
-6.920000000000007923e+00,8.115786016569587202e-01,9.941449078141907647e-04
-6.930000000000007709e+00,8.116165726095299071e-01,9.946355286800838760e-04
-6.940000000000007496e+00,8.116543058506743291e-01,9.940455979025898930e-04
-6.950000000000007283e+00,8.116922762824380078e-01,9.945331172582512046e-04
-6.960000000000007070e+00,8.117300097376980439e-01,9.939411884827573183e-04
-6.970000000000006857e+00,8.117679794736610832e-01,9.944257045184244550e-04
-6.980000000000006644e+00,8.118057129581538467e-01,9.938318864112724322e-04
-6.990000000000006430e+00,8.118436818170112756e-01,9.943134874341116609e-04
-7.000000000000006217e+00,8.118814151385668199e-01,9.937178709528366252e-04
-7.010000000000007780e+00,8.119193829406710083e-01,9.941966348691710486e-04
-7.020000000000007567e+00,8.119571159041246711e-01,9.935992896069247710e-04
-7.030000000000007354e+00,8.119950824549235779e-01,9.940752601194252115e-04
-7.040000000000007141e+00,8.120328148419260206e-01,9.934761941797454980e-04
-7.050000000000006928e+00,8.120707799238053859e-01,9.939493619483489445e-04
-7.060000000000006715e+00,8.121085115025511447e-01,9.933485288638143045e-04
-7.070000000000006501e+00,8.121464748928878263e-01,9.938188632716330427e-04
-7.080000000000008065e+00,8.121842054404507794e-01,9.932162141569353484e-04
-7.090000000000007851e+00,8.122221669213287587e-01,9.936836927781154526e-04
-7.100000000000007638e+00,8.122598962209464091e-01,9.930791924119032610e-04
-7.110000000000007425e+00,8.122978555736143358e-01,9.935437976204255974e-04
-7.120000000000007212e+00,8.123355834010189680e-01,9.929374096550856212e-04
-7.130000000000006999e+00,8.123735404053188391e-01,9.933991243702923381e-04
-7.140000000000006786e+00,8.124112665379716880e-01,9.927908231292020737e-04
-7.150000000000006573e+00,8.124492209898398487e-01,9.932496511005880265e-04
-7.160000000000006359e+00,8.124869452269868342e-01,9.926394452797412688e-04
-7.170000000000007923e+00,8.125248969385195918e-01,9.930954095224648129e-04
-7.180000000000007709e+00,8.125626190887765832e-01,9.924833230892068144e-04
-7.190000000000007496e+00,8.126005678695941148e-01,9.929364449662095304e-04
-7.200000000000007283e+00,8.126382877347513300e-01,9.923224949969320242e-04
-7.210000000000007070e+00,8.126762334000566801e-01,9.927727985016923402e-04
-7.220000000000006857e+00,8.127139508048225602e-01,9.921570255359854571e-04
-7.230000000000006644e+00,8.127518932002198992e-01,9.926045691867819206e-04
-7.240000000000008207e+00,8.127896080062914086e-01,9.919870634761463780e-04
-7.250000000000007994e+00,8.128275469806004461e-01,9.924319199950653713e-04
-7.260000000000007780e+00,8.128652590248237608e-01,9.918127504537309607e-04
-7.270000000000007567e+00,8.129031943860269838e-01,9.922549467767753911e-04
-7.280000000000007354e+00,8.129409034478566332e-01,9.916341044489864875e-04
-7.290000000000007141e+00,8.129788349864148778e-01,9.920736305782770943e-04
-7.300000000000006928e+00,8.130165408475493738e-01,9.914510930503579646e-04
-7.310000000000006715e+00,8.130544683803877515e-01,9.918879590195442235e-04
-7.320000000000006501e+00,8.130921708623960464e-01,9.912637488723322413e-04
-7.330000000000008065e+00,8.131300942269191756e-01,9.916979912993435439e-04
-7.340000000000007851e+00,8.131677931677577797e-01,9.910721557230849944e-04
-7.350000000000007638e+00,8.132057121997547933e-01,9.915038148913949464e-04
-7.360000000000007425e+00,8.132434074274881297e-01,9.908763909718732756e-04
-7.370000000000007212e+00,8.132813219527158521e-01,9.913054923352763309e-04
-7.380000000000006999e+00,8.133190132818546303e-01,9.906764928516544663e-04
-7.390000000000006786e+00,8.133569231205097783e-01,9.911030476824622681e-04
-7.400000000000008349e+00,8.133946103616439549e-01,9.904724722501990694e-04
-7.410000000000008136e+00,8.134325153360983940e-01,9.908964877527069379e-04
-7.420000000000007923e+00,8.134701983093116651e-01,9.902643403578523934e-04
-7.430000000000007709e+00,8.135080982537346017e-01,9.906858342124762705e-04
-7.440000000000007496e+00,8.135457767972015253e-01,9.900521411534070511e-04
-7.450000000000007283e+00,8.135836715565100130e-01,9.904711492975057114e-04
-7.460000000000007070e+00,8.136213455215842716e-01,9.898359635785764117e-04
-7.470000000000006857e+00,8.136592349558757764e-01,9.902525492331904541e-04
-7.480000000000006644e+00,8.136969042173249900e-01,9.896159682331023139e-04
-7.490000000000008207e+00,8.137347882068105553e-01,9.900302314779811305e-04
-7.500000000000007994e+00,8.137724526465025532e-01,9.893923801584266191e-04
-7.510000000000007780e+00,8.138103310555114822e-01,9.898044083010613080e-04
-7.520000000000007567e+00,8.138479905101236866e-01,9.891653488302643363e-04
-7.530000000000007354e+00,8.138858631664988019e-01,9.895751647124261235e-04
-7.540000000000007141e+00,8.139235174375624160e-01,9.889348816778339470e-04
-7.550000000000006928e+00,8.139613841582717946e-01,9.893424736735405376e-04
-7.560000000000008491e+00,8.139990330433043431e-01,9.887009279308945752e-04
-7.570000000000008278e+00,8.140368936376357611e-01,9.891062673165497681e-04
-7.580000000000008065e+00,8.140745369241358942e-01,9.884633935959951778e-04
-7.590000000000007851e+00,8.141123911963566995e-01,9.888664314205851576e-04
-7.600000000000007638e+00,8.141500286778267093e-01,9.882221504323572981e-04
-7.610000000000007425e+00,8.141878764449982375e-01,9.886228392329296597e-04
-7.620000000000007212e+00,8.142255079451863331e-01,9.879770969544239990e-04
-7.630000000000006999e+00,8.142633490453081713e-01,9.883754167617723324e-04
-7.640000000000006786e+00,8.143009744163256514e-01,9.877282054458424131e-04
-7.650000000000008349e+00,8.143388086999369113e-01,9.881241669686779798e-04
-7.660000000000008136e+00,8.143764278013962965e-01,9.874755090299434414e-04
-7.670000000000007923e+00,8.144142551235836747e-01,9.878691385247545444e-04
-7.680000000000007709e+00,8.144518678161405401e-01,9.872190691666688205e-04
-7.690000000000007496e+00,8.144896880388774463e-01,9.876104030285557181e-04
-7.700000000000007283e+00,8.145272941895393970e-01,9.869589717482209722e-04
-7.710000000000007070e+00,8.145651071811522703e-01,9.873480584619172534e-04
-7.720000000000008633e+00,8.146027066569645481e-01,9.866953263172478523e-04
-7.730000000000008420e+00,8.146405122815242317e-01,9.870822146613338673e-04
-7.740000000000008207e+00,8.146781049328801760e-01,9.864282242113674853e-04
-7.750000000000007994e+00,8.147159030426486259e-01,9.868129374766745204e-04
-7.760000000000007780e+00,8.147534887070756460e-01,9.861576926051408669e-04
-7.770000000000007567e+00,8.147912791518944209e-01,9.865402318754783965e-04
-7.780000000000007354e+00,8.148288576765402302e-01,9.858837272181490956e-04
-7.790000000000007141e+00,8.148666403114390722e-01,9.862640959677694726e-04
-7.800000000000006928e+00,8.149042115514663065e-01,9.856063358743012270e-04
-7.810000000000008491e+00,8.149419862310244289e-01,9.859845446255836431e-04
-7.820000000000008278e+00,8.149795500410271787e-01,9.853255443107999945e-04
-7.830000000000008065e+00,8.150173166275236358e-01,9.857016208596098856e-04
-7.840000000000007851e+00,8.150549530322839242e-01,9.852050453485925677e-04
-7.850000000000007638e+00,8.150926312450983424e-01,9.854154201108325257e-04
-7.860000000000007425e+00,8.151302599180647590e-01,9.849175864673656404e-04
-7.870000000000007212e+00,8.151679298565490672e-01,9.851260794202260519e-04
-7.880000000000008775e+00,8.152055506839336330e-01,9.846270587219167238e-04
-7.890000000000008562e+00,8.152432122291732863e-01,9.848337185209728173e-04
-7.900000000000008349e+00,8.152808250739791429e-01,9.843335380261492365e-04
-7.910000000000008136e+00,8.153184780795553754e-01,9.845383673976525283e-04
-7.920000000000007923e+00,8.153560827809077649e-01,9.840370069324670763e-04
-7.930000000000007709e+00,8.153937270895210698e-01,9.842399860432221505e-04
-7.940000000000007496e+00,8.154313234830643520e-01,9.837374138628913762e-04
-7.950000000000007283e+00,8.154689589387340565e-01,9.839385217086161518e-04
-7.960000000000007070e+00,8.155065468648620142e-01,9.834347091601882990e-04
-7.970000000000008633e+00,8.155442581656042744e-01,9.835792235765414455e-04
-7.980000000000008420e+00,8.155817526519782978e-01,9.831288881275183564e-04
-7.990000000000008207e+00,8.156194548259784183e-01,9.832715680610721112e-04
-8.000000000000008882e+00,8.156569406289727597e-01,9.828200417689111641e-04
-8.010000000000008669e+00,8.156946335672440318e-01,9.829609412804014498e-04
-8.020000000000008455e+00,8.157321105630842561e-01,9.825082669235832723e-04
-8.030000000000008242e+00,8.157697941295893873e-01,9.826474009201160206e-04
-8.040000000000009805e+00,8.158072621640821698e-01,9.821935645599533856e-04
-8.050000000000009592e+00,8.158449362160796747e-01,9.823309197103150762e-04
-8.060000000000009379e+00,8.158823951494462712e-01,9.818759071648442208e-04
-8.070000000000009166e+00,8.159200595634266140e-01,9.820114929272277630e-04
-8.080000000000008953e+00,8.159575092795049445e-01,9.815553293372079532e-04
-8.090000000000008740e+00,8.159951639405979007e-01,9.816891777591821560e-04
-8.100000000000008527e+00,8.160326043210088809e-01,9.812318959769388525e-04
-8.110000000000008313e+00,8.160702491125949587e-01,9.813640357696502402e-04
-8.120000000000008100e+00,8.161076800375354212e-01,9.809056631546993546e-04
-8.130000000000009663e+00,8.161453148464913321e-01,9.810361236441814993e-04
-8.140000000000009450e+00,8.161827361988676088e-01,9.805766877059127629e-04
-8.150000000000009237e+00,8.162203609063987120e-01,9.807054881315916892e-04
-8.160000000000009024e+00,8.162577725570614451e-01,9.802449924273238212e-04
-8.170000000000008811e+00,8.162953870293597758e-01,9.803721253558788599e-04
-8.180000000000008598e+00,8.163327888399634080e-01,9.799105479635545918e-04
-8.190000000000008384e+00,8.163703929452819086e-01,9.800360008567529212e-04
-8.200000000000009948e+00,8.164077847922386333e-01,9.795733344531327991e-04
-8.210000000000009734e+00,8.164453784112860601e-01,9.796971155692597508e-04
-8.220000000000009521e+00,8.164827601771424970e-01,9.792333740429926860e-04
-8.230000000000009308e+00,8.165203431889174190e-01,9.793554968611814342e-04
-8.240000000000009095e+00,8.165577147461157148e-01,9.788906856141017885e-04
-8.250000000000008882e+00,8.165952870296152577e-01,9.790111567208963604e-04
-8.260000000000008669e+00,8.166326482546578669e-01,9.785452791672565216e-04
-8.270000000000008455e+00,8.166702096958606827e-01,9.786641089398419226e-04
-8.280000000000008242e+00,8.167075604758365914e-01,9.781971771597724064e-04
-8.290000000000009805e+00,8.167451109657658526e-01,9.783143798764819266e-04
-8.300000000000009592e+00,8.167824511930792397e-01,9.778464087352822624e-04
-8.310000000000009379e+00,8.168199906185180659e-01,9.779619943543628024e-04
-8.320000000000009166e+00,8.168573201772884040e-01,9.774929880213788485e-04
-8.330000000000008953e+00,8.168948484183504721e-01,9.776069564995499249e-04
-8.340000000000008740e+00,8.169321671906815130e-01,9.771369118719277699e-04
-8.350000000000008527e+00,8.169696841349501915e-01,9.772492685350079450e-04
-8.360000000000010090e+00,8.170069920167619681e-01,9.767782006715377413e-04
-8.370000000000009877e+00,8.170444975629563844e-01,9.768889705179999248e-04
-8.380000000000009663e+00,8.170817944571358016e-01,9.764169166436553185e-04
-8.390000000000009450e+00,8.171192885064886280e-01,9.765261376046961055e-04
-8.400000000000009237e+00,8.171565743056592446e-01,9.760531371908046702e-04
-8.410000000000009024e+00,8.171940567542916867e-01,9.761608450259837621e-04
-8.420000000000008811e+00,8.172313313375150212e-01,9.756869276100065165e-04
-8.430000000000008598e+00,8.172688020879932402e-01,9.757931595368351044e-04
-8.440000000000008384e+00,8.173060653516428520e-01,9.753183694657796684e-04
-8.450000000000009948e+00,8.173435243350632984e-01,9.754231897519706485e-04
-8.460000000000009734e+00,8.173807762115087305e-01,9.749476121448647338e-04
-8.470000000000009521e+00,8.174182233670134190e-01,9.750511004857487360e-04
-8.480000000000009308e+00,8.174554637796778156e-01,9.745748081534246843e-04
-8.490000000000009095e+00,8.174928990121728134e-01,9.746769976438584247e-04
-8.500000000000008882e+00,8.175301278397719695e-01,9.741999814807965124e-04
-8.510000000000008669e+00,8.175675510160765880e-01,9.743008366828452864e-04
-8.520000000000010232e+00,8.176047681162820213e-01,9.738230303613385147e-04
-8.530000000000010019e+00,8.176421791035748399e-01,9.739225053388891190e-04
-8.540000000000009805e+00,8.176793843608080037e-01,9.734438739919522125e-04
-8.550000000000009592e+00,8.177167830590922337e-01,9.735419720174660506e-04
-8.560000000000009379e+00,8.177539763901719994e-01,9.730625395439194318e-04
-8.570000000000009166e+00,8.177913627092463500e-01,9.731592860178651244e-04
-8.580000000000008953e+00,8.178285440175815380e-01,9.726790636557060884e-04
-8.590000000000008740e+00,8.178659178378548944e-01,9.727744423785525526e-04
-8.600000000000008527e+00,8.179030869883443522e-01,9.722933793970036645e-04
-8.610000000000010090e+00,8.179404481664507287e-01,9.723873345596280608e-04
-8.620000000000009877e+00,8.179776050124577536e-01,9.719053602064387995e-04
-8.630000000000009663e+00,8.180149534223605245e-01,9.719978550359106156e-04
-8.640000000000009450e+00,8.180520978523704301e-01,9.715149541624869050e-04
-8.650000000000009237e+00,8.180894334161730175e-01,9.716060190685103012e-04
-8.660000000000009024e+00,8.181265653669600457e-01,9.711222592435496317e-04
-8.670000000000008811e+00,8.181638880337331887e-01,9.712119712563063202e-04
-8.680000000000010374e+00,8.182010074470872363e-01,9.707274374261681002e-04
-8.690000000000010161e+00,8.182383171506055763e-01,9.708158518611003035e-04
-8.700000000000009948e+00,8.182754239448747358e-01,9.703305813222287864e-04
-8.710000000000009734e+00,8.183127205954143779e-01,9.704177112378656973e-04
-8.720000000000009521e+00,8.183498146737965273e-01,9.699317033891870048e-04
-8.730000000000009308e+00,8.183870981724818972e-01,9.700175467188021676e-04
-8.740000000000009095e+00,8.184241794422714156e-01,9.695308039834266232e-04
-8.750000000000008882e+00,8.184614497055988647e-01,9.696153801711794281e-04
-8.760000000000008669e+00,8.184985180944950311e-01,9.691279393311561180e-04
-8.770000000000010232e+00,8.185357750491051299e-01,9.692112887420213825e-04
-8.780000000000010019e+00,8.185728304785172549e-01,9.687231887944991330e-04
-8.790000000000009805e+00,8.186100740351520688e-01,9.688053337489851459e-04
-8.800000000000009592e+00,8.186471163991702049e-01,9.683165751481699656e-04
-8.810000000000009379e+00,8.186843464470497933e-01,9.683975010150897315e-04
-8.820000000000009166e+00,8.187213756174401835e-01,9.679080390537957504e-04
-8.830000000000008953e+00,8.187585920361405423e-01,9.679877037725945774e-04
-8.840000000000010516e+00,8.187956078928123604e-01,9.674974867262982597e-04
-8.850000000000010303e+00,8.188328105789984823e-01,9.675758644698328808e-04
-8.860000000000010090e+00,8.188698130276393927e-01,9.670848766184517642e-04
-8.870000000000009877e+00,8.189070018893526148e-01,9.671619635107535145e-04
-8.880000000000009663e+00,8.189439908400311108e-01,9.666702025661873341e-04
-8.890000000000009450e+00,8.189811657921068910e-01,9.667460037218346793e-04
-8.900000000000009237e+00,8.190181411713489679e-01,9.662534910686942057e-04
-8.910000000000009024e+00,8.190553021548464541e-01,9.663280493141678971e-04
-8.920000000000008811e+00,8.190922639138114025e-01,9.658348558118529667e-04
-8.930000000000010374e+00,8.191294108755919900e-01,9.659082363311268914e-04
-8.940000000000010161e+00,8.191663589439748261e-01,9.654144189418860074e-04
-8.950000000000009948e+00,8.192034918071481320e-01,9.654866496468559418e-04
-8.960000000000009734e+00,8.192404260925851833e-01,9.649922112571864604e-04
-8.970000000000009521e+00,8.192775447727190796e-01,9.650632865022710713e-04
-8.980000000000009308e+00,8.193144651918772281e-01,9.645682120684416494e-04
-8.990000000000009095e+00,8.193515695925934761e-01,9.646381112675177444e-04
-9.000000000000010658e+00,8.193884760468551631e-01,9.641423692411737415e-04
-9.010000000000010445e+00,8.194255660571762023e-01,9.642110608669494758e-04
-9.020000000000010232e+00,8.194624584419398783e-01,9.637146203605791595e-04
-9.030000000000010019e+00,8.194996175589798204e-01,9.637471408594158609e-04
-9.040000000000009805e+00,8.195364122125937678e-01,9.632849744732078709e-04
-9.050000000000009592e+00,8.195735567561885926e-01,9.633163280479276665e-04
